Accuracy,F1 Score,Train Accuracy,Number of Annotations,damping,preference,Train_type,Classes
0.14109926168990977,0.03701920405181487,1.0,10,0.75,-180,Random,2
0.14109926168990977,0.03701920405181487,1.0,10,0.75,-180,BvSB,2
0.14109926168990977,0.03701920405181487,1.0,10,0.75,-180,BvSB,2
0.23849945235487405,0.10312108890578528,0.8666666666666667,15,0.75,-180,BvSB,4
0.23849945235487405,0.10312108890578528,0.8666666666666667,15,0.75,-180,BvSB,4
0.25116534137647384,0.12591256585096824,0.95,20,0.75,-180,BvSB,4
0.25116534137647384,0.12591256585096824,0.95,20,0.75,-180,BvSB,4
0.34376716090060405,0.24182665529154618,0.92,25,0.75,-180,BvSB,6
0.34376716090060405,0.24182665529154618,0.92,25,0.75,-180,BvSB,6
0.35386307396205663,0.2582462862975088,0.8666666666666667,30,0.75,-180,BvSB,7
0.35386307396205663,0.2582462862975088,0.8666666666666667,30,0.75,-180,BvSB,7
0.3466409691629956,0.2503963241814383,0.8571428571428571,35,0.75,-180,BvSB,8
0.3466409691629956,0.2503963241814383,0.8571428571428571,35,0.75,-180,BvSB,8
0.39729804245933276,0.30953264069545505,0.9,40,0.75,-180,BvSB,8
0.39729804245933276,0.30953264069545505,0.9,40,0.75,-180,BvSB,8
0.42159028161236883,0.3300355013175341,0.8888888888888888,45,0.75,-180,BvSB,8
0.42159028161236883,0.3300355013175341,0.8888888888888888,45,0.75,-180,BvSB,8
0.5211501244124965,0.46917731309392097,0.9,50,0.75,-180,BvSB,10
0.5211501244124965,0.46917731309392097,0.9,50,0.75,-180,BvSB,10
0.5268549280177187,0.47995083142102873,0.8909090909090909,55,0.75,-180,BvSB,11
0.5268549280177187,0.47995083142102873,0.8909090909090909,55,0.75,-180,BvSB,11
0.5397837538120321,0.5019162648752808,0.8666666666666667,60,0.75,-180,BvSB,12
0.5397837538120321,0.5019162648752808,0.8666666666666667,60,0.75,-180,BvSB,12
0.5499722376457523,0.5215806180012516,0.8769230769230769,65,0.75,-180,BvSB,12
0.5499722376457523,0.5215806180012516,0.8769230769230769,65,0.75,-180,BvSB,12
0.5540728384765082,0.5259618735958193,0.8857142857142857,70,0.75,-180,BvSB,12
0.5540728384765082,0.5259618735958193,0.8857142857142857,70,0.75,-180,BvSB,12
0.5562360801781737,0.5269058495350969,0.88,75,0.75,-180,BvSB,12
0.5562360801781737,0.5269058495350969,0.88,75,0.75,-180,BvSB,12
0.5723445776414832,0.54283467443776,0.8625,80,0.75,-180,BvSB,12
0.5723445776414832,0.54283467443776,0.8625,80,0.75,-180,BvSB,12
0.5887772194304858,0.5569456634254267,0.8588235294117647,85,0.75,-180,BvSB,12
0.5887772194304858,0.5569456634254267,0.8588235294117647,85,0.75,-180,BvSB,12
0.6072127481129438,0.5815495969738567,0.8666666666666667,90,0.75,-180,BvSB,12
0.6072127481129438,0.5815495969738567,0.8666666666666667,90,0.75,-180,BvSB,12
0.6262597984322509,0.6085264803639616,0.8736842105263158,95,0.75,-180,BvSB,12
0.6262597984322509,0.6085264803639616,0.8736842105263158,95,0.75,-180,BvSB,12
0.6061115783571629,0.5935139981671789,0.87,100,0.75,-180,BvSB,12
0.6061115783571629,0.5935139981671789,0.87,100,0.75,-180,BvSB,12
0.5912408759124088,0.5802541189032956,0.8571428571428571,105,0.75,-180,BvSB,12
